,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
37333,1853.3613899999998,0.27,0.22,89569.0,0.13,0,0,12,0.3,2,5,0,0,1,1,0,0
58203,13838.90924,0.3,0.23,144707.0,0.08,0,0,12,0.3,0,2,1,0,0,1,1,0
124,10067.48163,0.05,0.31,63971.1,0.18,0,1,12,0.35,0,5,0,0,0,1,1,0
45572,3702.783511,0.33,0.24,35319.195,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
28554,1880.449912,0.27,0.27,93925.55,0.11,0,1,12,0.35,2,5,0,0,0,2,1,0
14430,2090.112358,0.17,0.36,111813.0,0.08,0,0,12,0.3,2,5,0,0,0,1,0,0
6128,4264.041252,0.21,0.3,38143.0,0.07,0,0,12,0.3,0,5,1,0,1,1,1,0
29897,7750.593773999999,0.23,0.28,67270.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
41530,1681.880294,0.29,0.3,82555.38,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
11220,12215.09344,0.23,0.34,113307.45,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
3552,3188.471521,0.24,0.22,149907.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,2
36603,1613.003866,0.2,0.23,77365.15,0.1,0,1,12,0.35,2,5,1,0,1,1,1,0
5762,9401.649093,0.22,0.38,95283.765,0.1,0,2,12,0.38,0,5,0,1,0,2,1,2
15655,11944.66435,0.18,0.2,76902.975,0.11,0,2,12,0.38,0,5,0,0,0,2,1,0
6961,3331.791826,0.26,0.3,150089.265,0.09,0,2,12,0.38,2,5,0,0,1,2,1,0
14990,7063.294948999999,0.29,0.24,93005.95,0.11,1,1,12,0.35,0,4,0,1,1,1,0,1
46487,4966.182258,0.24,0.3,63476.055,0.11,0,2,12,0.38,1,5,0,0,0,1,1,2
57299,11103.43392,0.15,0.24,75893.22,0.11,0,2,12,0.38,0,5,1,0,1,2,1,1
16303,8045.8201819999995,0.22,0.3,72806.0,0.12,0,0,12,0.3,0,5,1,0,1,1,1,1
18426,6235.561823,0.16,0.42,71473.0,0.09,0,0,12,0.3,0,5,0,0,0,1,0,2
34837,1643.773873,0.26,0.21,66219.75,0.08,0,2,12,0.38,2,5,1,0,0,1,1,2
53331,2229.690572,0.16,0.25,92429.775,0.12,0,2,12,0.38,2,5,0,0,0,2,1,2
18258,9176.790245999999,0.12,0.29,75958.0,0.07,0,0,12,0.3,0,5,1,0,0,2,1,2
46786,10085.83028,0.23,0.41,105864.0,0.11,0,0,12,0.3,0,5,0,0,1,1,1,0
48040,9136.848363,0.25,0.28,80683.0,0.11,0,0,12,0.3,0,5,1,0,1,0,1,1
45323,5123.363933,0.33,0.33,124056.0,0.12,0,0,12,0.3,1,5,0,1,1,1,1,0
40421,1545.154418,0.37,0.28,87516.85,0.1,0,1,12,0.35,2,5,1,1,0,1,1,0
46562,8392.462015000001,0.29,0.19,116930.655,0.09,0,2,12,0.38,1,5,0,0,0,2,1,1
27552,2017.71249,0.26,0.32,116225.0,0.1,0,0,12,0.3,2,5,0,0,1,1,0,0
26721,7728.6706540000005,0.18,0.38,75200.0,0.07,0,0,12,0.3,0,5,1,1,0,1,1,0
21375,3448.504321,0.23,0.29,147191.67,0.09,0,1,6,0.38,2,5,1,0,0,1,1,1
48632,13554.282130000001,0.28,0.35,121229.595,0.12,0,2,12,0.38,0,5,0,0,0,1,1,1
27104,2282.482036,0.17,0.31,114756.0,0.06,0,0,12,0.3,2,5,1,0,0,1,1,1
27947,7742.203433,0.23,0.34,98560.98,0.1,0,2,12,0.38,1,5,0,1,0,1,1,2
14981,15081.574980000001,0.25,0.31,133703.0,0.12,0,1,12,0.35,0,5,1,0,0,2,1,2
33378,1563.151941,0.25,0.25,74795.4,0.05,0,1,12,0.35,2,5,0,0,0,1,1,0
129,8818.72992,0.35,0.37,126063.0,0.1,0,0,12,0.3,0,0,0,0,0,1,1,2
41164,7840.3312129999995,0.33,0.27,68318.775,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
46738,9167.508668,0.27,0.17,85276.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
70,11347.53807,0.2,0.33,84110.625,0.18,0,2,12,0.38,0,5,1,0,1,1,1,2
53677,11373.4619,0.23,0.25,90463.75,0.07,0,1,12,0.35,0,5,0,0,0,1,1,0
17459,8473.991488,0.23,0.3,75650.0,0.1,0,0,12,0.3,0,5,0,0,1,1,1,0
9702,5796.059499,0.28,0.26,79633.845,0.09,0,2,12,0.38,1,5,0,0,1,1,1,0
13192,4298.127513,0.28,0.26,90933.0,0.08,0,0,12,0.3,1,5,1,0,0,1,1,0
23696,2530.062852,0.27,0.33,146999.0,0.13,0,0,12,0.3,2,5,1,0,0,2,1,2
47139,4431.461670000001,0.27,0.26,88378.0,0.13,0,0,12,0.3,1,5,1,0,0,1,0,0
55870,1936.9499859999999,0.17,0.33,98337.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,0
41463,3802.0496450000005,0.21,0.32,73400.8,0.09,0,1,12,0.35,1,5,1,0,0,1,1,1
56706,8533.285626,0.3,0.4,95249.565,0.15,0,2,12,0.38,0,5,0,0,0,1,1,1
47844,4783.09656,0.36,0.23,106450.0,0.11,0,0,12,0.3,1,5,1,0,0,2,0,2
32060,6580.589177000001,0.29,0.43,73320.05,0.09,0,1,12,0.35,0,5,0,0,0,1,1,1
2936,12026.886559999999,0.26,0.24,109570.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
30915,12302.6892,0.27,0.32,118181.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,0
22901,2134.1309109999997,0.24,0.32,110814.84,0.09,0,2,12,0.38,2,5,0,0,0,1,1,0
52802,3561.255597,0.22,0.2,23677.515,0.13,0,2,12,0.38,0,5,1,0,0,2,1,0
25914,1938.705398,0.26,0.24,80439.255,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
16122,8032.544261,0.25,0.21,62098.65,0.07,0,2,12,0.38,0,5,1,0,0,1,1,0
52837,14640.00519,0.16,0.28,125521.6,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
3883,10508.79602,0.25,0.33,101553.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
23826,10776.26704,0.3,0.36,125887.35,0.08,0,1,12,0.35,0,5,1,0,1,1,0,0
1534,2414.476448,0.05,0.31,93015.45,0.17,0,1,12,0.35,2,5,0,0,0,1,1,2
37422,7179.63758,0.05,0.24,74761.2,0.09,0,2,12,0.38,1,5,1,0,0,1,1,0
14213,14598.136540000001,0.26,0.22,107788.995,0.1,0,2,12,0.38,0,5,0,0,0,1,1,2
26174,14597.281719999999,0.26,0.28,124581.1,0.13,0,1,12,0.35,0,5,1,0,0,0,1,2
40645,8289.115692,0.3,0.28,74159.85,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
13506,12520.94209,0.21,0.29,117644.0,0.05,0,0,12,0.3,0,5,0,0,0,1,1,0
25705,2202.519854,0.24,0.29,118312.0,0.1,0,0,12,0.3,2,5,1,1,0,0,1,1
14054,8851.392915999999,0.23,0.27,77175.0,0.08,0,0,12,0.3,0,5,0,0,0,1,0,0
2900,3122.366398,0.2,0.35,105418.08,0.22,0,2,12,0.38,2,5,1,0,0,1,1,0
4318,1560.250592,0.32,0.41,113480.0,0.09,0,0,12,0.3,2,5,1,0,0,2,1,0
40981,8049.476049,0.35,0.39,87316.02,0.09,0,2,12,0.38,0,5,0,0,1,1,1,0
28562,9268.775106000001,0.3,0.31,107164.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
49441,7468.738223,0.29,0.33,66311.235,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
383,7450.656158,0.05,0.35,50818.35,0.22,0,1,12,0.35,0,5,0,1,0,1,1,0
7762,2291.668841,0.24,0.36,123045.615,0.12,0,2,12,0.38,2,5,1,0,0,1,1,0
23738,2641.804098,0.22,0.27,141065.0,0.13,0,0,12,0.3,2,5,1,1,0,1,0,0
28979,2468.4140429999998,0.19,0.22,121334.0,0.1,0,0,12,0.3,2,5,1,0,0,1,0,2
15207,4384.033351,0.3,0.38,63035.73,0.12,1,2,12,0.38,1,5,0,1,0,1,1,0
36534,12992.71018,0.29,0.18,106416.0,0.11,0,0,12,0.3,0,5,1,1,0,1,1,0
45151,11438.00648,0.22,0.32,95486.4,0.11,0,1,12,0.35,0,5,1,0,0,1,0,0
57985,2437.3802579999997,0.29,0.21,113710.25,0.08,0,1,12,0.35,2,5,0,0,0,2,1,1
54740,12565.353990000001,0.22,0.26,108672.21,0.08,0,2,12,0.38,0,5,1,0,0,2,1,0
2046,15110.32719,0.28,0.24,145141.0,0.14,0,0,12,0.3,0,0,0,0,0,1,1,0
20941,684.5458808999999,0.17,0.23,24543.63,0.11,0,2,12,0.38,2,5,1,0,0,1,1,0
40498,1895.592483,0.22,0.27,95748.6,0.13,0,1,12,0.35,2,5,1,0,0,2,0,0
17777,10488.861009999999,0.24,0.24,84826.45,0.1,0,1,12,0.35,0,5,0,0,0,2,1,0
35817,9368.742348,0.26,0.27,80283.55,0.11,0,1,12,0.35,0,5,0,0,1,1,1,1
22836,2060.913987,0.31,0.27,114770.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,1
29091,4550.827038,0.3,0.22,83380.55,0.13,0,1,12,0.35,1,5,1,0,0,2,1,1
7111,1897.1095109999999,0.25,0.38,98623.395,0.1,0,2,12,0.38,2,5,1,0,0,1,1,1
31485,2712.542861,0.26,0.34,61343.4,0.07,0,1,12,0.35,1,5,0,0,0,1,1,0
53977,1512.0880619999998,0.32,0.26,85392.0,0.08,0,0,12,0.3,2,5,0,1,0,1,0,1
32948,2543.090586,0.31,0.17,124559.0,0.1,0,0,12,0.3,2,5,1,0,0,2,1,2
35337,13285.62003,0.28,0.27,129882.1,0.1,0,1,12,0.35,0,5,1,0,1,1,1,2
19278,10819.06092,0.27,0.38,115023.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
38545,10994.81988,0.05,0.27,77003.865,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
27230,2072.524014,0.24,0.35,118447.0,0.09,0,0,12,0.3,2,5,0,0,1,1,1,2
51016,10021.4715,0.24,0.24,73278.63,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
34390,11961.02613,0.22,0.48,132972.45,0.09,0,1,12,0.35,0,5,0,0,0,1,1,2
53897,12411.999670000001,0.17,0.35,118215.15,0.1,0,1,12,0.35,0,5,0,0,1,1,1,0
58918,1486.61644,0.21,0.34,73924.25,0.09,0,1,12,0.35,2,5,0,0,0,1,1,0
7854,11648.353809999999,0.22,0.24,89173.08,0.08,0,2,12,0.38,0,5,0,0,0,1,1,2
38825,10556.2961,0.23,0.23,98523.0,0.1,0,0,12,0.3,0,5,1,0,0,2,1,0
34524,2454.976125,0.23,0.22,103140.55,0.12,0,1,12,0.35,2,5,1,0,0,2,1,0
38424,628.9951035,0.32,0.43,47514.25,0.11,0,1,12,0.35,2,5,0,1,0,1,1,2
26965,2855.679185,0.22,0.31,125973.99,0.12,0,2,12,0.38,2,5,1,0,0,2,1,0
3645,1383.693117,0.05,0.28,53451.75,0.23,0,1,12,0.35,2,5,1,0,0,2,1,0
32059,6432.154835,0.29,0.43,77179.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,1
48423,9314.880938,0.27,0.26,80547.65,0.1,0,0,6,0.35,0,5,1,0,0,1,1,0
30586,6845.902862999999,0.21,0.29,54880.74,0.09,0,2,12,0.38,0,5,1,0,1,1,1,2
48699,7780.904443,0.28,0.24,72188.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,0
6492,5058.000219,0.32,0.41,60117.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
24042,12403.72178,0.28,0.37,121080.35,0.11,0,1,12,0.35,0,5,0,0,1,2,1,0
4189,1422.4626660000001,0.2,0.34,82488.0,0.12,0,0,12,0.3,2,5,0,0,0,0,1,1
8792,2823.868793,0.14,0.38,139709.85,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
39403,1636.806551,0.05,0.34,66855.87,0.11,0,1,6,0.38,2,5,1,0,0,1,1,1
13114,1740.0389530000002,0.28,0.2,85288.0,0.09,0,0,12,0.3,2,5,0,0,1,1,1,1
36220,10151.49904,0.05,0.26,62682.615,0.08,0,2,12,0.38,0,5,1,0,0,2,0,2
40121,11492.91598,0.38,0.24,110998.95,0.08,0,1,12,0.35,0,5,0,0,0,1,0,0
31367,11710.12454,0.23,0.32,97080.975,0.08,0,2,12,0.38,0,5,1,0,0,1,1,2
14764,1941.037427,0.28,0.28,101492.3,0.09,0,1,12,0.35,2,5,1,0,0,1,1,2
46992,5831.156364,0.21,0.35,53191.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,1
13748,2485.976538,0.21,0.31,119243.05,0.13,0,1,12,0.35,2,5,1,1,0,1,1,0
43955,17492.90495,0.23,0.28,158728.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,0
34005,1766.4034390000002,0.29,0.36,103471.15,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
1214,9366.039317,0.05,0.34,70950.75,0.19,0,1,12,0.35,0,5,0,0,0,1,0,1
53152,7128.949393000001,0.26,0.24,91926.18,0.13,0,2,12,0.38,1,5,1,0,1,2,1,1
31577,2226.406286,0.28,0.21,99656.9,0.11,0,1,12,0.35,2,5,1,0,0,1,1,1
17009,9972.040033,0.24,0.3,79886.925,0.1,0,2,12,0.38,0,5,1,0,0,2,1,0
12868,1123.427668,0.2,0.35,59655.25,0.07,0,1,12,0.35,2,5,1,0,0,2,1,1
15741,8917.238126999999,0.23,0.29,99410.85,0.08,1,1,12,0.35,0,4,1,0,1,1,0,2
14053,1971.4667329999997,0.34,0.24,19440.135,0.09,0,2,12,0.38,0,5,0,0,1,0,1,0
41646,4447.969499,0.16,0.28,88525.75,0.08,0,1,12,0.35,1,5,1,0,0,0,1,0
3761,3754.278,0.2,0.37,94805.0,0.1,0,0,12,0.3,1,5,0,0,1,1,1,0
33580,10394.97547,0.33,0.27,106095.24,0.08,0,2,12,0.38,0,5,0,0,0,1,1,0
51613,14344.551519999999,0.24,0.31,138869.0,0.09,0,0,12,0.3,0,5,1,0,1,1,1,2
10423,2931.228507,0.22,0.3,120838.86,0.13,0,2,12,0.38,2,5,1,0,0,1,1,0
24896,1936.655104,0.14,0.26,96577.0,0.07,0,0,12,0.3,2,5,1,0,0,1,1,2
34334,1002.838726,0.27,0.35,55195.38,0.12,0,1,6,0.38,2,5,1,1,0,1,1,0
4513,10433.296190000001,0.05,0.28,61958.05,0.21,0,1,12,0.35,0,5,1,0,0,1,1,2
37781,14714.955280000002,0.05,0.37,108738.9,0.06,0,2,12,0.38,0,5,1,0,1,1,1,0
20916,7108.748696,0.31,0.34,72917.25,0.1,0,1,12,0.35,0,5,0,0,1,2,0,0
23326,6520.366404,0.23,0.27,127223.0,0.11,0,0,12,0.3,1,5,1,0,0,1,1,2
49197,3051.894456,0.2,0.22,54342.85,0.17,0,1,12,0.35,1,5,0,0,0,1,1,2
48704,7893.609559,0.21,0.45,86676.48,0.13,0,2,12,0.38,0,5,0,1,1,1,1,2
72,13388.04998,0.05,0.32,89487.15,0.19,0,1,12,0.35,0,5,1,0,1,2,1,0
21170,3490.994564,0.27,0.38,91992.3,0.09,0,1,12,0.35,1,5,1,1,0,2,1,0
53263,8735.926858,0.28,0.3,73206.81,0.11,0,2,12,0.38,0,5,0,1,0,1,1,1
7085,8044.219755,0.25,0.39,88452.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,2
30868,1027.5433560000001,0.32,0.34,59361.7,0.09,0,1,12,0.35,2,5,1,0,0,1,1,0
9642,7393.299031999999,0.23,0.32,63090.45,0.1,0,1,12,0.35,0,5,1,0,1,1,1,2
29007,4201.175282,0.31,0.33,94246.65,0.09,0,1,12,0.35,1,5,0,0,1,2,1,0
45062,5845.577192,0.27,0.44,81322.47,0.11,0,2,12,0.38,1,5,1,0,0,2,1,1
23171,2625.959809,0.32,0.21,127912.75,0.08,0,1,12,0.35,2,5,1,0,0,2,0,2
14259,14689.28942,0.12,0.34,110005.25,0.13,0,1,12,0.35,0,5,1,0,1,1,1,0
57274,2044.9979010000002,0.28,0.42,129182.9,0.12,0,1,12,0.35,2,5,1,1,0,1,1,2
26243,1301.773308,0.22,0.44,77270.15,0.09,0,1,12,0.35,2,5,0,0,0,1,1,1
53347,4939.9618009999995,0.29,0.32,47927.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
56387,1305.608344,0.21,0.28,72318.0,0.08,0,0,12,0.3,2,2,1,0,0,1,1,0
56631,15824.1098,0.21,0.28,127633.45,0.12,0,1,12,0.35,0,5,1,0,1,1,1,1
19783,2071.770843,0.31,0.37,120259.55,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
53210,1711.728138,0.26,0.29,102645.0,0.08,0,0,12,0.3,2,5,1,0,0,1,1,1
24553,10770.00461,0.23,0.3,99612.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,1
22701,12685.66774,0.2,0.26,105872.0,0.12,0,0,12,0.3,0,5,0,0,0,1,0,0
36815,3702.621139,0.22,0.36,86867.05,0.11,0,1,12,0.35,1,5,1,0,0,1,1,0
51845,1858.73309,0.3,0.27,81873.945,0.13,0,2,12,0.38,2,5,1,0,0,1,1,0
3188,7889.83108,0.2,0.27,54274.545,0.22,0,2,12,0.38,0,5,1,0,0,1,1,2
38267,2116.471989,0.23,0.3,99081.2,0.12,0,1,12,0.35,2,5,0,0,1,1,1,2
26790,11679.97993,0.25,0.42,148580.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
11656,1921.4502530000002,0.27,0.32,108577.0,0.1,0,0,12,0.3,2,5,0,0,1,1,1,2
28114,5065.653002,0.34,0.34,50480.055,0.08,0,2,12,0.38,0,5,1,0,1,1,1,0
58179,12738.675490000001,0.2,0.23,97730.0,0.12,0,0,12,0.3,0,2,1,0,1,2,1,1
32899,6626.409747,0.14,0.2,85306.77,0.12,0,2,12,0.38,1,5,0,0,0,2,1,0
49521,2037.2331649999999,0.24,0.32,100364.65,0.11,0,1,12,0.35,2,5,1,0,1,1,0,2
22401,1488.273093,0.28,0.31,14670.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
46537,1539.279161,0.25,0.17,62956.5,0.11,0,1,12,0.35,2,5,1,0,0,1,1,2
31959,4710.180592000001,0.27,0.29,64419.12,0.08,0,2,12,0.38,1,5,1,1,0,1,1,0
52427,4186.791383,0.29,0.26,100507.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,0
6314,1924.474312,0.27,0.34,94069.665,0.08,0,2,12,0.38,2,5,0,0,1,1,1,1
49951,6253.364021,0.23,0.33,95003.325,0.06,0,2,12,0.38,1,5,0,0,0,2,1,1
29194,2742.55443,0.16,0.36,38193.705,0.06,0,2,12,0.38,1,5,1,0,1,1,1,1
43198,7635.31004,0.28,0.33,65089.44,0.14,0,2,12,0.38,0,5,0,0,0,2,1,0
51976,8735.319895999999,0.15,0.25,63430.55,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
23466,5837.274252,0.3,0.28,54101.55,0.1,0,1,12,0.35,0,5,1,0,1,2,1,1
48645,12051.599690000001,0.2,0.17,92142.0,0.09,0,0,12,0.3,0,5,0,0,1,1,0,0
48630,14041.19452,0.28,0.35,141789.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,1
31763,7595.13866,0.2,0.35,71787.7,0.15,0,1,12,0.35,0,5,0,0,1,1,1,0
32174,1658.357256,0.29,0.28,79872.39,0.08,0,2,12,0.38,2,5,0,0,0,1,1,0
42683,7615.444403,0.25,0.37,68071.68,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
13786,1596.468924,0.3,0.23,83083.0,0.1,0,0,12,0.3,2,5,0,0,0,2,1,0
26227,2345.60144,0.29,0.35,63532.0,0.12,0,0,12,0.3,1,5,0,0,0,1,1,0
11332,10915.18315,0.36,0.22,119904.0,0.11,0,0,12,0.3,0,5,0,0,1,2,1,1
35945,1177.762202,0.31,0.32,76857.0,0.12,0,0,12,0.3,2,5,1,0,0,1,1,0
1888,18647.424619999998,0.05,0.25,109942.55,0.17,0,1,12,0.35,0,5,1,0,0,1,1,0
31350,2403.688588,0.24,0.34,135292.0,0.14,0,0,12,0.3,2,5,0,0,1,1,1,1
24398,9733.45233,0.19,0.26,81062.55,0.08,0,2,12,0.38,0,5,0,1,0,1,1,0
37503,6657.386114,0.27,0.35,66139.95,0.09,0,1,12,0.35,0,5,0,1,0,2,0,0
1314,3379.4077079999997,0.2,0.26,21935.88,0.22,0,2,12,0.38,0,5,1,0,0,1,1,1
9233,6586.93606,0.29,0.3,54985.05,0.13,0,2,12,0.38,0,5,1,0,0,1,1,0
33598,9486.355653,0.19,0.3,72625.41,0.08,0,1,6,0.38,0,5,0,0,0,1,1,0
10522,1474.2229539999998,0.23,0.29,75162.1,0.06,0,1,12,0.35,2,5,0,0,0,0,1,1
54492,1611.530313,0.25,0.26,69559.38,0.11,0,2,12,0.38,2,5,1,0,0,1,1,2
29605,8106.038295,0.27,0.29,78676.0,0.1,0,0,12,0.3,0,5,1,0,0,0,1,0
19742,8745.072122,0.21,0.35,112419.675,0.11,0,2,12,0.38,1,5,1,0,0,1,1,2
26438,6921.882709,0.32,0.33,70445.35,0.06,0,1,12,0.35,0,5,1,0,0,2,1,2
26730,4107.40992,0.28,0.36,108514.0,0.15,0,0,12,0.3,1,5,0,0,0,1,1,2
25992,526.6904911,0.23,0.37,24878.79,0.11,0,2,12,0.38,2,5,0,0,0,2,1,2
44699,3807.9542509999997,0.27,0.32,84898.0,0.1,0,0,12,0.3,1,5,0,0,0,1,1,0
24685,5875.995086,0.25,0.36,141639.0,0.1,0,0,12,0.3,1,5,0,0,0,1,1,0
5083,15251.873969999999,0.05,0.32,97512.75,0.19,0,1,12,0.35,0,5,1,1,1,0,0,0
44879,12768.69139,0.2,0.32,106518.465,0.08,0,2,12,0.38,0,5,1,1,0,1,1,2
41504,5783.920132,0.31,0.33,139734.0,0.09,0,0,12,0.3,1,5,0,0,0,2,1,2
56400,1469.42589,0.32,0.3,81534.7,0.07,0,1,12,0.35,2,5,0,0,0,2,1,2
57629,8440.248013,0.19,0.35,78570.225,0.1,0,2,12,0.38,0,5,1,0,1,1,1,0
26727,2666.350708,0.27,0.21,146730.0,0.07,0,0,12,0.3,2,5,1,0,1,2,1,2
23620,10603.78845,0.21,0.35,99402.3,0.12,0,2,12,0.38,0,5,0,0,0,2,1,0
50094,4992.097905,0.22,0.26,97769.25,0.15,0,0,6,0.35,1,5,1,1,0,1,1,0
21346,11746.29351,0.23,0.24,96390.8,0.07,0,1,12,0.35,0,5,0,0,0,1,1,1
22830,3247.38288,0.13,0.3,165600.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,0
36736,1528.7489640000001,0.05,0.23,63415.35,0.11,0,2,12,0.38,2,5,0,1,0,1,1,0
23688,890.4794714,0.32,0.34,51443.45,0.09,0,1,12,0.35,2,5,1,0,1,1,1,1
4426,2611.304647,0.2,0.31,133558.0,0.09,0,0,12,0.3,2,5,1,0,0,1,1,0
30788,8552.091784,0.29,0.33,80837.685,0.09,0,2,12,0.38,0,5,1,0,0,1,1,2
29668,4168.579248,0.25,0.42,45696.0,0.11,0,0,12,0.3,0,5,0,0,0,1,0,1
25355,11961.19046,0.22,0.36,108041.6,0.09,0,1,12,0.35,0,5,0,0,0,2,1,0
41594,5674.378832,0.27,0.35,128835.0,0.13,0,0,12,0.3,1,5,1,0,0,1,0,1
25841,4391.881888,0.24,0.21,34483.1,0.09,0,1,12,0.35,0,5,1,1,0,1,1,0
42888,1885.744379,0.31,0.27,105015.0,0.1,0,0,12,0.3,2,5,0,0,0,0,1,0
20431,2722.458804,0.18,0.2,129812.0,0.09,0,0,12,0.3,2,5,0,0,0,1,0,0
46639,2059.717766,0.18,0.39,111616.45,0.09,0,1,12,0.35,2,5,0,0,1,1,0,0
6817,3408.470989,0.27,0.28,31783.77,0.1,0,2,12,0.38,0,5,1,1,1,1,1,0
514,16958.9771,0.05,0.25,102775.75,0.19,0,1,12,0.35,0,5,0,0,0,2,1,0
56770,1282.323741,0.31,0.32,76662.0,0.1,0,0,12,0.3,2,2,0,0,0,1,1,0
46520,11023.32221,0.21,0.27,82972.62,0.08,0,2,12,0.38,0,5,0,1,0,1,1,1
32200,4945.033807,0.23,0.26,39815.45,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
42968,11902.78085,0.27,0.3,115211.25,0.09,0,2,12,0.38,0,5,0,0,0,1,1,2
27274,7458.931303,0.27,0.24,101930.535,0.13,0,2,12,0.38,1,5,1,0,0,1,1,0
31943,8484.168657,0.26,0.33,76458.85,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
43824,7439.5830049999995,0.25,0.4,74546.5,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
52951,4380.2051280000005,0.24,0.21,30812.49,0.11,0,2,12,0.38,0,5,1,0,1,1,1,2
52668,8515.759829,0.26,0.34,85457.25,0.1,0,2,12,0.38,0,5,1,0,0,2,1,2
53685,13926.538819999998,0.31,0.31,139484.0,0.11,0,0,12,0.3,0,5,1,0,1,1,1,0
43363,14002.052130000002,0.27,0.23,109141.605,0.07,0,2,12,0.38,0,5,0,0,1,1,1,1
6395,5454.569606,0.24,0.3,69095.97,0.12,0,2,12,0.38,1,5,1,0,0,1,1,2
56623,13889.30951,0.2,0.37,116392.005,0.11,0,2,12,0.38,0,5,1,0,0,2,1,0
54273,1441.824724,0.28,0.32,90808.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,0
24275,1842.154272,0.28,0.24,104550.0,0.1,0,0,12,0.3,2,5,1,0,0,2,1,2
23,9457.708423,0.05,0.32,64296.95,0.17,0,1,12,0.35,0,5,1,0,0,2,1,1
25053,5719.018754,0.19,0.34,127246.0,0.07,0,0,12,0.3,1,5,0,0,0,1,1,1
51291,1269.188583,0.31,0.31,70409.25,0.07,0,1,12,0.35,2,5,1,0,0,2,1,0
29234,2408.036348,0.25,0.3,143470.0,0.09,0,0,12,0.3,2,5,1,1,0,1,0,0
16579,8902.257731,0.27,0.37,89605.9,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
6963,10151.42118,0.26,0.36,95772.35,0.1,0,1,12,0.35,0,5,1,0,0,1,1,2
37277,12191.58929,0.21,0.31,99032.75,0.11,0,1,12,0.35,0,5,1,0,0,1,1,2
25561,11533.83006,0.3,0.27,122669.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,0
48864,622.867988,0.34,0.39,18119.35,0.11,0,1,12,0.35,1,5,0,0,0,1,1,0
25141,1448.289493,0.22,0.34,79506.45,0.15,0,1,12,0.35,2,5,0,1,0,2,1,0
28135,2560.118093,0.24,0.29,32722.56,0.11,0,2,12,0.38,1,5,1,0,0,1,1,0
7612,1853.914864,0.26,0.16,80843.1,0.09,0,1,12,0.35,2,5,1,0,0,2,1,2
3372,2602.296136,0.27,0.31,145860.0,0.09,0,0,12,0.3,2,5,1,1,0,1,1,2
27127,7243.621402,0.19,0.33,56372.715,0.11,0,2,12,0.38,0,5,0,0,0,1,1,1
34750,2253.473511,0.3,0.28,107286.255,0.06,0,2,12,0.38,2,5,1,0,0,1,1,0
