HAS_CLAIMED_IN_NEXT_12_MONTHS,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
1,13020.14333,0.27,0.34,119519.595,0.06,0,2,12,0.38,0,5,1,0,1,2,1,0
0,2066.891102,0.25,0.32,113681.0,0.1,0,0,12,0.3,2,5,0,0,0,0,1,2
0,2143.822532,0.25,0.32,107996.95,0.1,0,1,12,0.35,2,5,0,0,0,0,1,2
0,2143.822532,0.25,0.32,97197.255,0.1,0,2,12,0.38,2,5,0,0,0,0,1,2
0,9833.694669,0.26,0.41,107402.0,0.11,0,0,12,0.3,0,5,0,1,0,1,1,1
0,10060.62608,0.26,0.41,102031.9,0.11,0,1,12,0.35,0,5,0,1,0,1,1,1
1,9492.687515,0.26,0.41,91828.71,0.11,0,2,12,0.38,0,5,0,1,0,1,1,1
0,6125.184679,0.15,0.33,125584.0,0.09,0,0,12,0.3,1,5,1,0,0,2,1,0
0,6266.535095,0.15,0.33,119304.8,0.09,0,1,12,0.35,1,5,1,0,0,2,1,0
0,8825.043405,0.15,0.33,107374.32,0.09,0,2,12,0.38,1,5,1,0,0,2,1,0
0,1766.790439,0.21,0.3,90201.0,0.09,0,0,12,0.3,2,5,1,0,0,1,0,2
0,1827.683816,0.21,0.3,85690.95,0.09,0,1,12,0.35,2,5,1,0,0,1,0,2
0,1827.683816,0.21,0.3,77121.855,0.09,0,2,12,0.38,2,5,1,0,0,1,0,2
0,12301.74478,0.2,0.24,111962.0,0.1,0,0,12,0.3,0,5,0,1,0,1,1,0
0,12585.6312,0.2,0.24,106363.9,0.1,0,1,12,0.35,0,5,0,1,0,1,1,0
1,11875.15201,0.2,0.24,95727.51,0.1,0,2,12,0.38,0,5,0,1,0,1,1,0
0,10339.44671,0.23,0.22,85159.0,0.07,0,0,12,0.3,0,5,0,0,0,1,1,1
0,10578.04933,0.23,0.22,80901.05,0.07,0,1,12,0.35,0,5,0,0,0,1,1,1
1,9980.901382,0.23,0.22,72810.945,0.07,0,2,12,0.38,0,5,0,0,0,1,1,1
0,14063.8454,0.28,0.34,141126.0,0.11,0,0,12,0.3,0,5,0,0,0,1,0,0
0,14388.39568,0.28,0.34,134069.7,0.11,0,1,12,0.35,0,5,0,0,0,1,0,0
1,13576.14754,0.28,0.34,120662.73,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
0,2317.353242,0.3,0.28,128974.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,1
0,2403.607085,0.3,0.28,122525.3,0.1,0,1,12,0.35,2,5,1,0,0,1,1,1
0,2403.607085,0.3,0.28,110272.77,0.1,0,2,12,0.38,2,5,1,0,0,1,1,1
0,7679.613425,0.27,0.31,73363.0,0.1,0,0,12,0.3,0,5,1,0,0,2,0,0
0,7856.835273,0.27,0.31,69694.85,0.1,0,1,12,0.35,0,5,1,0,0,2,0,0
1,7413.30425,0.27,0.31,62725.365,0.1,0,2,12,0.38,0,5,1,0,0,2,1,0
0,9885.481878,0.16,0.31,82069.0,0.1,0,0,12,0.3,0,5,1,0,0,1,0,0
0,10113.60838,0.16,0.31,77965.55,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
1,9542.678877,0.16,0.31,70168.995,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1481.918725,0.31,0.38,103158.0,0.06,0,0,12,0.3,2,5,1,0,0,1,1,0
0,1504.120009,0.31,0.38,98000.1,0.06,0,1,12,0.35,2,5,1,0,0,1,1,0
0,1504.120009,0.31,0.38,88200.09,0.06,0,2,12,0.38,2,5,1,0,0,1,1,0
0,9295.582123,0.24,0.34,101624.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,9510.095556,0.24,0.34,96542.8,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,8973.235323,0.24,0.34,86888.52,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1542.825524,0.25,0.34,97492.0,0.09,0,0,12,0.3,2,5,0,1,1,1,1,0
0,1537.591328,0.25,0.34,92617.4,0.09,0,1,12,0.35,2,5,0,1,1,1,1,0
0,1537.591328,0.25,0.34,83355.66,0.09,0,2,12,0.38,2,5,0,1,1,1,1,0
0,4671.1531,0.25,0.34,108201.0,0.11,0,0,12,0.3,1,5,1,0,1,1,1,0
0,4778.94894,0.25,0.34,102790.95,0.11,0,1,12,0.35,1,5,1,0,1,1,1,0
0,6832.075098,0.25,0.34,92511.855,0.11,0,2,12,0.38,1,5,1,0,1,1,1,0
0,11486.99583,0.23,0.31,103097.0,0.11,0,0,12,0.3,0,5,0,0,0,1,0,0
0,11752.08035,0.23,0.31,97942.15,0.11,0,1,12,0.35,0,5,0,0,0,1,0,0
1,11088.65646,0.23,0.31,88147.935,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
0,14794.13786,0.25,0.31,138821.0,0.09,0,0,6,0.3,0,5,0,0,0,1,1,0
0,15135.54104,0.25,0.31,131879.95,0.09,0,0,6,0.35,0,5,0,0,0,1,1,0
1,14281.11533,0.25,0.31,118691.955,0.09,0,1,6,0.38,0,5,0,0,0,1,1,0
0,12573.70181,0.25,0.3,133745.0,0.09,0,0,12,0.3,0,5,1,1,0,1,0,1
0,12863.86416,0.25,0.3,127057.75,0.09,0,1,12,0.35,0,5,1,1,0,1,0,1
1,12137.67828,0.25,0.3,114351.975,0.09,0,2,12,0.38,0,5,1,1,0,1,0,1
0,16949.09986,0.17,0.22,144871.0,0.1,0,0,12,0.3,0,5,0,0,1,2,1,0
0,17340.23294,0.17,0.22,137627.45,0.1,0,1,12,0.35,0,5,0,0,1,2,1,0
1,16361.34882,0.17,0.22,123864.705,0.1,0,2,12,0.38,0,5,0,0,1,2,1,0
0,16366.43362,0.24,0.27,144576.0,0.08,0,0,12,0.3,0,5,0,0,1,1,1,0
0,16744.12055,0.24,0.27,137347.2,0.08,0,1,12,0.35,0,5,0,0,1,1,1,0
1,15798.88794,0.24,0.27,123612.48,0.08,0,2,12,0.38,0,5,0,0,1,1,1,0
0,10881.57278,0.18,0.34,101146.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
0,11132.686,0.18,0.34,96088.7,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
1,10504.22792,0.18,0.34,86479.83,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
0,4267.528386,0.11,0.24,82550.0,0.07,0,0,12,0.3,1,5,0,0,0,2,1,0
0,4366.00981,0.11,0.24,78422.5,0.07,0,1,12,0.35,1,5,0,0,0,2,1,0
0,5420.449361,0.11,0.24,70580.25,0.07,0,2,12,0.38,1,5,0,0,0,2,1,0
0,7823.248115,0.27,0.36,79135.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,0
0,8003.78461,0.27,0.36,75178.25,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
1,7551.95806,0.27,0.36,67660.425,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1396.567413,0.21,0.35,76289.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,0
0,1448.548831,0.21,0.35,72474.55,0.1,0,1,12,0.35,2,5,1,0,0,1,1,0
0,1448.548831,0.21,0.35,65227.095,0.1,0,2,12,0.38,2,5,1,0,0,1,1,0
0,14654.04187,0.16,0.31,119485.0,0.12,0,0,12,0.3,0,5,0,0,0,1,0,2
0,14992.21207,0.16,0.31,113510.75,0.12,0,1,12,0.35,0,5,0,0,0,1,0,2
1,14145.87751,0.16,0.31,102159.675,0.12,0,2,12,0.38,0,5,0,0,0,1,0,2
0,539.3756575,0.15,0.19,23819.0,0.13,0,0,6,0.3,2,5,0,0,1,1,1,2
0,541.6841859,0.15,0.19,22628.05,0.13,0,0,6,0.35,2,5,0,0,1,1,1,2
0,541.6841859,0.15,0.19,20365.245,0.13,0,1,6,0.38,2,5,0,0,1,1,1,2
0,4840.167895,0.23,0.28,98411.0,0.08,0,0,12,0.3,1,5,0,0,0,1,1,1
0,4951.864077,0.23,0.28,93490.45,0.08,0,1,12,0.35,1,5,0,0,0,1,1,1
0,6489.338005,0.23,0.28,84141.405,0.08,0,2,12,0.38,1,5,0,0,0,1,1,1
0,4135.804734,0.32,0.35,51778.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
0,4231.246382,0.32,0.35,49189.1,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
1,3992.385699,0.32,0.35,44270.19,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
0,12966.40771,0.24,0.31,118978.0,0.1,0,0,12,0.3,0,5,0,0,0,2,1,0
0,13265.6325,0.24,0.31,113029.1,0.1,0,1,12,0.35,0,5,0,0,0,2,1,0
1,12516.76615,0.24,0.31,101726.19,0.1,0,2,12,0.38,0,5,0,0,0,2,1,0
0,10003.07709,0.2,0.39,100379.0,0.13,0,0,12,0.3,0,5,1,0,0,0,1,1
0,10233.91733,0.2,0.39,95360.05,0.13,0,1,12,0.35,0,5,1,0,0,0,1,1
1,9656.196192,0.2,0.39,85824.045,0.13,0,2,12,0.38,0,5,1,0,0,0,1,1
0,5849.765884,0.31,0.33,70020.0,0.1,0,0,12,0.3,0,5,1,0,1,1,1,1
0,5984.760482,0.31,0.33,66519.0,0.1,0,1,12,0.35,0,5,1,0,1,1,1,1
1,5646.9111,0.31,0.33,59867.1,0.1,0,2,12,0.38,0,5,1,0,1,1,1,1
0,13771.22349,0.21,0.27,133351.0,0.09,0,0,12,0.3,0,5,1,0,0,1,0,0
0,14089.02096,0.21,0.27,126683.45,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
1,13293.673,0.21,0.27,114015.105,0.09,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1861.513694,0.27,0.28,101307.0,0.12,0,0,12,0.3,2,5,1,0,1,0,1,2
0,1917.545878,0.27,0.28,96241.65,0.12,0,1,12,0.35,2,5,1,0,1,0,1,2
0,1917.545878,0.27,0.28,86617.485,0.12,0,2,12,0.38,2,5,1,0,1,0,1,2
0,14241.60883,0.25,0.36,146591.0,0.12,0,0,12,0.3,0,5,1,0,1,1,1,0
0,14570.26134,0.25,0.36,139261.45,0.12,0,1,12,0.35,0,5,1,0,1,1,1,0
1,13747.74659,0.25,0.36,125335.305,0.12,0,2,12,0.38,0,5,1,0,1,1,1,0
0,8815.560011,0.15,0.38,92565.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
0,9018.996011,0.15,0.38,87936.75,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
1,8509.859139,0.15,0.38,79143.075,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1870.588327,0.21,0.35,105589.0,0.1,0,0,12,0.3,2,5,0,1,0,2,0,1
0,1917.717977,0.21,0.35,100309.55,0.1,0,1,12,0.35,2,5,0,1,0,2,0,1
0,1917.717977,0.21,0.35,90278.595,0.1,0,2,12,0.38,2,5,0,1,0,2,0,1
0,3509.286898,0.34,0.43,101394.0,0.12,0,0,12,0.3,1,5,1,1,0,1,1,1
0,3590.270441,0.34,0.43,96324.3,0.12,0,1,12,0.35,1,5,1,1,0,1,1,1
0,5943.147165,0.34,0.43,86691.87,0.12,0,2,12,0.38,1,5,1,1,0,1,1,1
0,2255.152728,0.18,0.23,112529.0,0.08,0,0,12,0.3,2,5,1,0,1,1,1,0
0,2243.019436,0.18,0.23,106902.55,0.08,0,1,12,0.35,2,5,1,0,1,1,1,0
0,2243.019436,0.18,0.23,96212.295,0.08,0,2,12,0.38,2,5,1,0,1,1,1,0
0,1488.273093,0.28,0.31,14670.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
0,1522.617856,0.28,0.31,13936.5,0.13,0,1,12,0.35,0,5,1,0,0,1,1,0
1,1436.663623,0.28,0.31,12542.85,0.13,0,2,12,0.38,0,5,1,0,0,1,1,0
0,4828.152622,0.31,0.29,111993.0,0.12,0,0,12,0.3,1,5,1,1,0,1,1,0
0,4939.571528,0.31,0.29,106393.35,0.12,0,1,12,0.35,1,5,1,1,0,1,1,0
0,6564.401054,0.31,0.29,95754.015,0.12,0,2,12,0.38,1,5,1,1,0,1,1,0
0,6460.388017,0.3,0.21,58769.0,0.1,0,0,12,0.3,0,5,0,0,1,1,1,0
0,6609.473894,0.3,0.21,55830.55,0.1,0,1,12,0.35,0,5,0,0,1,1,1,0
1,6236.358432,0.3,0.21,50247.495,0.1,0,2,12,0.38,0,5,0,0,1,1,1,0
0,1678.440508,0.24,0.3,92684.0,0.08,0,0,12,0.3,2,5,1,0,0,1,1,0
0,1712.273305,0.24,0.3,88049.8,0.08,0,1,12,0.35,2,5,1,0,0,1,1,0
0,1712.273305,0.24,0.3,79244.82,0.08,0,2,12,0.38,2,5,1,0,0,1,1,0
0,1482.576969,0.26,0.35,95723.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,0
0,1480.451918,0.26,0.35,90936.85,0.1,0,1,12,0.35,2,5,1,0,0,1,1,0
0,1480.451918,0.26,0.35,81843.165,0.1,0,2,12,0.38,2,5,1,0,0,1,1,0
0,6603.783552,0.3,0.28,73848.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,2
0,6756.178557,0.3,0.28,70155.6,0.08,0,1,12,0.35,0,5,1,0,0,1,1,2
1,6374.78138,0.3,0.28,63140.04,0.08,0,2,12,0.38,0,5,1,0,0,1,1,2
0,7406.357096,0.28,0.23,64872.0,0.09,0,0,12,0.3,0,5,0,0,1,1,1,0
0,7577.273029,0.28,0.23,61628.4,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
1,7149.523745,0.28,0.23,55465.56,0.09,0,2,12,0.38,0,5,0,0,1,1,1,0
0,2177.748226,0.17,0.36,113533.0,0.12,0,0,12,0.3,2,5,1,0,0,1,1,0
0,2270.577278,0.17,0.36,107856.35,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
0,2270.577278,0.17,0.36,97070.715,0.12,0,2,12,0.38,2,5,1,0,0,1,1,0
0,9410.286808,0.26,0.28,99544.0,0.08,0,0,12,0.3,0,5,0,0,0,0,1,0
0,9627.447273,0.26,0.28,94566.8,0.08,0,1,12,0.35,0,5,0,0,0,0,1,0
1,9083.962346,0.26,0.28,85110.12,0.08,0,2,12,0.38,0,5,0,0,0,0,1,0
0,1249.631212,0.19,0.33,65009.0,0.09,0,0,12,0.3,2,5,1,0,0,2,1,0
0,1292.70042,0.19,0.33,61758.55,0.09,0,1,12,0.35,2,5,1,0,0,2,1,0
0,1292.70042,0.19,0.33,55582.695,0.09,0,2,12,0.38,2,5,1,0,0,2,1,0
0,13646.37866,0.25,0.21,111842.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,0
0,13961.29509,0.25,0.21,106249.9,0.09,0,1,12,0.35,0,5,0,0,0,1,1,0
1,13173.15747,0.25,0.21,95624.91,0.09,0,2,12,0.38,0,5,0,0,0,1,1,0
0,10399.72167,0.31,0.27,113221.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,0
0,10639.71525,0.31,0.27,107559.95,0.11,0,1,12,0.35,0,5,0,0,0,1,1,0
1,10039.08616,0.31,0.27,96803.955,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
0,14619.83689,0.29,0.34,152904.0,0.08,0,0,12,0.3,0,5,0,0,1,0,1,0
0,14957.21774,0.29,0.34,145258.8,0.08,0,1,12,0.35,0,5,0,0,1,0,1,0
1,14112.85867,0.29,0.34,130732.92,0.08,0,2,12,0.38,0,5,0,0,1,0,1,0
0,7649.209034,0.15,0.28,139539.0,0.14,0,0,12,0.3,1,5,0,0,0,1,1,0
0,7825.729242,0.15,0.28,132562.05,0.14,0,1,12,0.35,1,5,0,0,0,1,1,0
0,10255.49195,0.15,0.28,119305.845,0.14,0,2,12,0.38,1,5,0,0,0,1,1,0
0,9997.422171,0.26,0.39,107548.0,0.09,0,0,12,0.3,0,5,0,0,0,2,0,0
0,10228.13191,0.26,0.39,102170.6,0.09,0,1,12,0.35,0,5,0,0,0,2,1,0
1,9650.73737,0.26,0.39,91953.54,0.09,0,2,12,0.38,0,5,0,0,0,2,1,0
0,4537.765948,0.27,0.24,92196.0,0.08,0,0,12,0.3,1,5,1,0,1,1,0,0
0,4642.483624,0.27,0.24,87586.2,0.08,0,1,12,0.35,1,5,1,0,1,1,0,0
0,5763.694652,0.27,0.24,78827.58,0.08,0,2,12,0.38,1,5,1,0,1,1,0,0
0,1415.404698,0.24,0.32,86918.0,0.07,0,0,12,0.3,2,5,1,0,0,1,1,1
0,1404.935064,0.24,0.32,82572.1,0.07,0,1,12,0.35,2,5,1,0,0,1,1,1
0,1404.935064,0.24,0.32,74314.89,0.07,0,2,12,0.38,2,5,1,0,0,1,1,1
0,3747.120458,0.23,0.28,76187.0,0.08,0,0,12,0.3,1,5,1,0,1,1,1,1
0,3833.592469,0.23,0.28,72377.65,0.08,0,1,12,0.35,1,5,1,0,1,1,1,1
0,5023.861098,0.23,0.28,65139.885,0.08,0,2,12,0.38,1,5,1,0,1,1,1,1
0,2019.760065,0.31,0.32,125611.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,2
0,2065.594668,0.31,0.32,119330.45,0.09,0,1,12,0.35,2,5,0,0,0,1,1,2
0,2065.594668,0.31,0.32,107397.405,0.09,0,2,12,0.38,2,5,0,0,0,1,1,2
0,8220.630818,0.25,0.33,83821.0,0.08,0,0,12,0.3,0,5,0,0,0,2,1,2
0,8410.337683,0.25,0.33,79629.95,0.08,0,1,12,0.35,0,5,0,0,0,2,1,2
1,7935.560556,0.25,0.33,71666.955,0.08,0,2,12,0.38,0,5,0,0,0,2,1,2
0,1524.54258,0.25,0.34,89272.0,0.1,0,0,12,0.3,2,5,1,0,0,2,1,2
0,1562.953575,0.25,0.34,84808.4,0.1,0,1,12,0.35,2,5,1,0,0,2,1,2
0,1562.953575,0.25,0.34,76327.56,0.1,0,2,12,0.38,2,5,1,0,0,2,1,2
0,11847.50091,0.25,0.33,110437.0,0.13,0,0,12,0.3,0,5,0,0,0,2,1,0
0,12120.90478,0.25,0.33,104915.15,0.13,0,1,12,0.35,0,5,0,0,0,2,1,0
1,11436.66016,0.25,0.33,94423.635,0.13,0,2,12,0.38,0,5,0,0,0,2,1,0
0,1907.55321,0.25,0.31,116134.0,0.08,0,0,12,0.3,2,5,0,0,0,1,1,0
0,1897.290091,0.25,0.31,110327.3,0.08,0,1,12,0.35,2,5,0,0,0,1,1,0
0,1897.290091,0.25,0.31,99294.57,0.08,0,2,12,0.38,2,5,0,0,0,1,1,0
0,4386.313385,0.24,0.26,43554.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
0,4487.536001,0.24,0.26,41376.3,0.09,0,1,12,0.35,0,5,0,0,0,1,1,2
1,4234.207356,0.24,0.26,37238.67,0.09,0,2,12,0.38,0,5,0,0,0,1,1,2
0,1764.494539,0.31,0.22,101095.0,0.11,0,0,12,0.3,2,5,1,1,1,1,1,0
0,1765.373459,0.31,0.22,96040.25,0.11,0,1,12,0.35,2,5,1,1,1,1,1,0
0,1765.373459,0.31,0.22,86436.225,0.11,0,2,12,0.38,2,5,1,1,1,1,1,0
0,1952.057916,0.23,0.32,113352.0,0.13,0,0,12,0.3,2,5,1,0,0,0,1,0
0,1960.412726,0.23,0.32,107684.4,0.13,0,1,12,0.35,2,5,1,0,0,0,1,0
0,1960.412726,0.23,0.32,96915.96,0.13,0,2,12,0.38,2,5,1,0,0,0,1,0
0,1656.131168,0.24,0.39,102860.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,1
0,1701.94631,0.24,0.39,97717.0,0.11,0,1,12,0.35,2,5,1,0,0,1,1,1
0,1701.94631,0.24,0.39,87945.3,0.11,0,2,12,0.38,2,5,1,0,0,1,1,1
0,5036.173071,0.11,0.28,99125.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,0
0,5152.39245,0.11,0.28,94168.75,0.11,0,1,12,0.35,1,5,0,0,0,1,1,0
0,6752.127203,0.11,0.28,84751.875,0.11,0,2,12,0.38,1,5,0,0,0,1,1,0
0,16054.40952,0.26,0.28,155831.0,0.07,0,0,12,0.3,0,5,1,0,0,1,1,0
0,16424.8959,0.26,0.28,148039.45,0.07,0,1,12,0.35,0,5,1,0,0,1,1,0
1,15497.68403,0.26,0.28,133235.505,0.07,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1419.808233,0.21,0.3,71557.0,0.11,0,0,12,0.3,2,5,0,0,0,1,1,1
0,1476.51655,0.21,0.3,67979.15,0.11,0,1,12,0.35,2,5,0,0,0,1,1,1
0,1476.51655,0.21,0.3,61181.235,0.11,0,2,12,0.38,2,5,0,0,0,1,1,1
0,1420.006604,0.23,0.42,94043.0,0.07,0,0,12,0.3,2,5,1,0,1,1,1,1
0,1444.980215,0.23,0.42,89340.85,0.07,0,1,12,0.35,2,5,1,0,1,1,1,1
0,1444.980215,0.23,0.42,80406.765,0.07,0,2,12,0.38,2,5,1,0,1,1,1,1
0,1501.305518,0.26,0.32,82623.0,0.12,0,0,12,0.3,2,5,0,0,0,2,0,0
0,1565.300413,0.26,0.32,78491.85,0.12,0,1,12,0.35,2,5,0,0,0,2,0,0
0,1565.300413,0.26,0.32,70642.665,0.12,0,2,12,0.38,2,5,0,0,0,2,1,0
0,10889.91633,0.25,0.28,110588.0,0.11,0,0,12,0.3,0,5,0,1,0,1,1,2
0,11141.22209,0.25,0.28,105058.6,0.11,0,1,12,0.35,0,5,0,1,0,1,1,2
1,10512.28213,0.25,0.28,94552.74,0.11,0,2,12,0.38,0,5,0,1,0,1,1,2
0,4499.106809,0.3,0.19,85486.0,0.13,0,0,12,0.3,1,5,0,0,1,1,0,0
0,4602.93235,0.3,0.19,81211.7,0.13,0,1,12,0.35,1,5,0,0,1,1,0,0
0,5361.838759,0.3,0.19,73090.53,0.13,0,2,12,0.38,1,5,0,0,1,1,0,0
0,8578.756545,0.21,0.3,85070.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,2
0,8776.72785,0.21,0.3,80816.5,0.11,0,1,12,0.35,0,5,1,0,0,1,1,2
1,8281.267407,0.21,0.3,72734.85,0.11,0,2,12,0.38,0,5,1,0,0,1,1,2
0,336.0066273,0.27,0.33,3336.0,0.09,0,0,12,0.3,0,5,1,0,1,2,1,0
0,343.7606264,0.27,0.33,3169.2,0.09,0,1,12,0.35,0,5,1,0,1,2,1,0
1,324.3547846,0.27,0.33,2852.28,0.09,0,2,12,0.38,0,5,1,0,1,2,1,0
0,9575.801518,0.33,0.26,106875.0,0.1,0,0,12,0.3,0,5,1,0,0,1,1,0
0,9796.781553,0.33,0.26,101531.25,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
1,9243.737433,0.33,0.26,91378.125,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
0,15346.59489,0.15,0.19,113159.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
0,15700.74708,0.15,0.19,107501.05,0.09,0,1,12,0.35,0,5,0,0,0,1,1,2
1,14814.41458,0.15,0.19,96750.945,0.09,0,2,12,0.38,0,5,0,0,0,1,1,2
0,2766.138007,0.26,0.24,24105.0,0.08,0,0,12,0.3,0,5,1,0,0,2,1,0
0,2829.971961,0.26,0.24,22899.75,0.08,0,1,12,0.35,0,5,1,0,0,2,1,0
1,2670.21548,0.26,0.24,20609.775,0.08,0,2,12,0.38,0,5,1,0,0,2,1,0
0,5160.964723,0.28,0.22,104429.0,0.12,0,0,12,0.3,1,5,1,0,1,0,1,1
0,5280.063909,0.28,0.22,99207.55,0.12,0,1,12,0.35,1,5,1,0,1,0,1,1
0,6387.174084,0.28,0.22,89286.795,0.12,0,2,12,0.38,1,5,1,0,1,0,1,1
0,6394.359357,0.28,0.4,75144.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,0
0,6541.921496,0.28,0.4,71386.8,0.09,0,1,12,0.35,0,5,1,0,0,1,1,0
1,6172.619476,0.28,0.4,64248.12,0.09,0,2,12,0.38,0,5,1,0,0,1,1,0
0,10583.87066,0.2,0.33,110269.0,0.09,0,0,12,0.3,0,5,1,1,0,1,1,0
0,10828.11383,0.2,0.33,104755.55,0.09,0,1,12,0.35,0,5,1,1,0,1,1,0
1,10216.84934,0.2,0.33,94279.995,0.09,0,2,12,0.38,0,5,1,1,0,1,1,0
0,2485.125526,0.22,0.25,20441.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
0,2542.474576,0.22,0.25,19418.95,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
1,2398.947786,0.22,0.25,17477.055,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
0,16237.85739,0.25,0.23,140172.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,16612.57717,0.25,0.23,133163.4,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,15674.7704,0.25,0.23,119847.06,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,1504.259914,0.23,0.31,87928.0,0.1,0,0,12,0.3,2,5,1,0,0,2,0,0
0,1502.103784,0.23,0.31,83531.6,0.1,0,1,12,0.35,2,5,1,0,0,2,0,0
0,1502.103784,0.23,0.31,75178.44,0.1,0,2,12,0.38,2,5,1,0,0,2,1,0
0,12049.01393,0.28,0.31,122007.0,0.1,0,0,12,0.3,0,5,1,1,0,1,0,2
0,12327.06809,0.28,0.31,115906.65,0.1,0,1,12,0.35,0,5,1,1,0,1,0,2
1,11631.18522,0.28,0.31,104315.985,0.1,0,2,12,0.38,0,5,1,1,0,1,0,2
0,2414.376366,0.09,0.38,123216.0,0.06,0,0,12,0.3,2,5,1,0,1,2,1,0
0,2477.103414,0.09,0.38,117055.2,0.06,0,1,12,0.35,2,5,1,0,1,2,1,0
0,2477.103414,0.09,0.38,105349.68,0.06,0,2,12,0.38,2,5,1,0,1,2,1,0
0,10951.47279,0.14,0.2,88891.0,0.09,0,0,12,0.3,0,5,1,0,0,2,1,0
0,11204.19908,0.14,0.2,84446.45,0.09,0,1,12,0.35,0,5,1,0,0,2,1,0
1,10571.70398,0.14,0.2,76001.805,0.09,0,2,12,0.38,0,5,1,0,0,2,1,0
0,1348.70436,0.25,0.24,68584.0,0.1,0,0,12,0.3,2,5,1,0,1,1,1,1
0,1382.685094,0.25,0.24,65154.8,0.1,0,1,12,0.35,2,5,1,0,1,1,1,1
0,1382.685094,0.25,0.24,58639.32,0.1,0,2,12,0.38,2,5,1,0,1,1,1,1
0,5670.850413,0.24,0.33,60526.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,0
0,5801.716192,0.24,0.33,57499.7,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
1,5474.199955,0.24,0.33,51749.73,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
0,9174.113454,0.18,0.35,83582.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,1
0,9385.823765,0.18,0.35,79402.9,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
1,8855.978875,0.18,0.35,71462.61,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
0,2755.953834,0.23,0.2,127137.0,0.08,0,0,12,0.3,2,5,0,0,0,2,1,0
0,2843.24649,0.23,0.2,120780.15,0.08,0,1,12,0.35,2,5,0,0,0,2,1,0
0,2843.24649,0.23,0.2,108702.135,0.08,0,2,12,0.38,2,5,0,0,0,2,1,0
0,4287.010875,0.3,0.25,104881.0,0.09,0,0,12,0.3,1,5,0,0,0,1,1,1
